Unnamed: 0,iso3,country,year,hdi,life_expectancy,pop_millions,hdi_f,hdi_m,life_expec_f,life_expec_m,expec_yr_school,expec_yr_school_f,expec_yr_school_m,mean_yr_school,mean_yr_school_f,mean_yr_school_m,gross_inc_percap,gross_inc_percap_f,gross_inc_percap_m,gender_development,gender_inequality,secondary_education_f_%,secondary_education_m_%,seats_in_parliament_f_%,seats_in_parliament_m_%,labour_participation_f_%,labour_participation_m_%,co2_emission_tons,mat_footprint_percap_tons
1021,CMR,Cameroon,2020,0.585,60.833,26.4910865,0.554424622,0.614991423,62.633,59.081,13.38097793,12.67795079,14.08810474,6.537401781,5.633947949,7.557694411,3581.920676,2949.015343,4218.171696,0.902,0.558,24.53424513,39.3197935,31.07142857,68.92857143,65.17,75.62,0.366221288,4.154
1022,CMR,Cameroon,2021,0.581,60.333,27.198628,0.550200005,0.611157005,62.018,58.69,13.38097793,12.67795079,14.08810474,6.537401781,5.633947949,7.557694411,3473.286903,2875.34109,4074.325768,0.9,0.556,24.53424513,39.3197935,31.07142857,68.92857143,66.82,76.83,0.378614686,4.0474
1023,CMR,Cameroon,2022,0.587,60.958,27.9145365,0.555867233,0.617803051,62.556,59.392,13.38097793,12.67795079,14.08810474,6.537401781,5.633947949,7.557694411,3681.469988,3048.080792,4318.020666,0.9,0.555,24.53424513,39.3197935,31.07142857,68.92857143,66.82,76.83,0.378614686,4.0
1054,CAN,Canada,2020,0.928,82.047,37.888705,0.92157509,0.933000011,84.104,79.98,15.94466972,16.47273064,15.44532967,13.86876597,13.96031896,13.77025173,45828.21773,37380.4382,54381.72428,0.988,0.075,97.76331517,97.59402898,33.640553,66.359447,59.81,68.94,13.79950304,38.1332
1055,CAN,Canada,2021,0.934,82.656,38.155012,0.92763031,0.937899101,84.671,80.621,15.96065044,16.53586006,15.41615009,13.86876597,13.96031896,13.77025173,47932.75186,39339.66934,56632.34143,0.989,0.074,97.76331517,97.59402898,34.41860465,65.58139535,61.05,69.84,14.0787192,36.5027
1056,CAN,Canada,2022,0.935,82.847,38.454327,0.92881357,0.93963864,84.797,80.868,15.96065044,16.53586006,15.41615009,13.86876597,13.96031896,13.77025173,48444.39319,39765.34331,57229.57642,0.988,0.069,97.76331517,97.59402898,35.03480278,64.96519722,61.48,69.5,14.0787192,37.1593
1087,CAF,Central African Republic,2020,0.389,54.604,5.34302,,,56.757,52.582,7.285887393,6.094853701,8.441895364,3.9531639,2.656642005,5.414050624,900.8032793,,,,,14.2,31.8,8.571428571,91.42857143,,,0.044574042,3.077
1088,CAF,Central African Republic,2021,0.387,53.895,5.4571545,,,56.303,51.645,7.285887393,6.094853701,8.441895364,3.9531639,2.656642005,5.414050624,900.4155606,,,,,14.2,31.8,12.85714286,87.14285714,,,0.045672158,3.1953
1089,CAF,Central African Republic,2022,0.387,54.477,5.5791435,,,56.829,52.258,7.285887393,6.094853701,8.441895364,3.9531639,2.656642005,5.414050624,869.11237,,,,,14.2,31.8,12.85714286,87.14285714,,,0.045672158,3.1208
1120,TCD,Chad,2020,0.396,52.777,16.6447015,0.343697315,0.443837735,54.396,51.218,8.185526568,6.846322732,9.503698126,2.282753488,1.2932629,3.46862315,1469.992398,1046.374627,1890.295798,0.774,0.697,3.666509381,14.95313718,15.43209877,84.56790123,49.96,73.6,0.136932469,9.3453
1121,TCD,Chad,2021,0.393,52.525,17.17974,0.341208869,0.439826949,54.283,50.845,8.185526568,6.846322732,9.503698126,2.282753488,1.2932629,3.46862315,1404.785882,1002.873273,1803.560941,0.776,0.661,3.666509381,14.95313718,32.25806452,67.74193548,51.14,74.98,0.143576096,8.9975
1122,TCD,Chad,2022,0.394,52.997,17.7233145,0.342368178,0.44124294,54.769,51.3,8.185526568,6.846322732,9.503698126,2.282753488,1.2932629,3.46862315,1388.897502,991.4082556,1783.317579,0.776,0.671,3.666509381,14.95313718,25.88832487,74.11167513,51.14,74.98,0.143576096,8.3445
1153,CHL,Chile,2020,0.849,79.377,19.3003145,0.832835343,0.859809105,82.041,76.745,16.34049988,16.57752037,16.10942078,11.11136804,11.02533818,11.21349116,21509.35879,15478.8901,27628.20856,0.969,0.22,82.16999817,84.41999817,22.72727273,77.27272727,45.57,67.71,4.154243078,13.7031
1154,CHL,Chile,2021,0.856,78.944,19.4931845,0.840088975,0.867273287,81.437,76.472,16.76792908,17.08077049,16.46307945,11.11136804,11.02533818,11.21349116,23852.84341,17091.91099,30713.80352,0.969,0.197,82.16999817,84.41999817,32.68292683,67.31707317,46.69,68.94,4.567606811,15.8623
1155,CHL,Chile,2022,0.86,79.519,19.603733,0.846799773,0.86998757,81.877,77.156,16.76792908,17.08077049,16.46307945,11.11136804,11.02533818,11.21349116,24430.99593,18611.52012,30337.00368,0.973,0.19,82.16999817,84.41999817,32.68292683,67.31707317,50.13,70.64,4.567606811,15.7636
1186,CHN,China,2020,0.781,78.077,1424.929781,0.76423875,0.793824029,81.058,75.305,15.21793605,15.65643534,14.83649776,8.106910446,7.543190438,8.670630455,16167.83072,11898.57196,20254.95396,0.963,0.19,79.70198229,86.36580148,24.94117647,75.05882353,53.17,74.04,7.659333355,23.0891
1187,CHN,China,2021,0.785,78.211,1425.893465,0.768986354,0.798417518,81.155,75.463,15.21793605,15.65643534,14.83649776,8.106910446,7.543190438,8.670630455,17499.16075,12909.78784,21898.11656,0.963,0.185,79.70198229,86.36580148,24.94117647,75.05882353,53.76,74.54,7.9502786,23.9471
1188,CHN,China,2022,0.788,78.587,1425.887337,0.771342655,0.802193998,81.343,75.963,15.21793605,15.65643534,14.83649776,8.106910446,7.543190438,8.670630455,18024.88747,13291.58537,22566.93868,0.962,0.186,79.70198229,86.36580148,24.94117647,75.05882353,53.76,74.54,7.9502786,24.2832
1219,COL,Colombia,2020,0.756,74.769,50.9306625,0.75151034,0.760390861,78.136,71.537,14.3924799,15.14682961,14.08670998,8.862859726,9.016329765,8.697070122,13219.78107,9473.565497,17063.07909,0.988,0.417,58.84999847,56.54000092,19.63636364,80.36363636,51.2,76.39,1.761832587,8.238
1220,COL,Colombia,2021,0.752,72.83,51.516562,0.751060581,0.751448973,76.442,69.404,14.43749046,14.67448044,14.20670033,8.862859726,9.016329765,8.697070122,14402.64416,11820.31017,17054.68771,0.999,0.416,59.72999954,57.13999939,19.63636364,80.36363636,51.78,77.68,1.858932279,8.5986
1221,COL,Colombia,2022,0.758,73.659,51.874024,0.756184811,0.758077817,77.143,70.319,14.43749046,14.67448044,14.20670033,8.862859726,9.016329765,8.697070122,15013.92724,12251.92566,17853.98777,0.998,0.392,59.72999954,57.13999939,29.15254237,70.84745763,51.11,76.21,1.858932279,8.8213
1252,COM,Comoros,2020,0.588,64.166,0.806166,0.559337207,0.613146444,66.593,61.975,13.03771042,13.37298971,12.74388235,6.209056832,5.222353096,7.306295772,3237.28643,2288.196599,4177.844126,0.912,,,,16.66666667,83.33333333,39.97,59.02,0.472681805,
1253,COM,Comoros,2021,0.585,63.417,0.8216255,0.55870318,0.60857634,65.827,61.245,13.03771042,13.37298971,12.74388235,6.209056832,5.222353096,7.306295772,3243.685399,2392.373662,4087.198831,0.918,,,,16.66666667,83.33333333,41.13,59.35,0.50525483,
1254,COM,Comoros,2022,0.586,63.68,0.8367735,0.558359817,0.61100987,66.061,61.522,13.03771042,13.37298971,12.74388235,6.209056832,5.222353096,7.306295772,3260.555466,2338.273418,4174.191881,0.914,,,,16.66666667,83.33333333,41.13,59.35,0.50525483,
1285,COG,Congo,2020,0.598,63.785,5.702174,0.566446747,0.624785799,65.397,62.212,12.41647044,12.99831126,11.90996567,8.250552585,7.242174036,9.384527352,2947.117055,2061.778912,3834.653035,0.907,0.584,32.08125585,50.04781946,13.63636364,86.36363636,41.66,62.85,1.296259988,3.5985
1286,COG,Congo,2021,0.598,63.519,5.835806,0.566659753,0.625921253,64.935,62.124,12.41647044,12.99831126,11.90996567,8.250552585,7.242174036,9.384527352,3038.124886,2138.207676,3940.184407,0.905,0.583,32.08125585,50.04781946,13.63636364,86.36363636,42.71,63.85,1.243341537,3.6896
1287,COG,Congo,2022,0.593,63.053,5.970424,0.563692718,0.619818312,64.617,61.513,12.41647044,12.99831126,11.90996567,8.250552585,7.242174036,9.384527352,2902.808037,2085.221106,3722.266332,0.909,0.572,32.08125585,50.04781946,15.90909091,84.09090909,44.1,63.85,1.243341537,3.7043
1318,COD,Congo (Democratic Republic of the),2020,0.477,59.739,92.8531645,0.449407427,0.506391117,61.7,57.818,9.579486913,9.550751016,9.739098794,7.206164799,5.849373167,8.817830039,1016.936704,871.1689295,1164.986617,0.887,0.608,38.78568082,65.70857476,14.28571429,85.71428571,60.29,66.75,0.039952327,2.1621
1319,COD,Congo (Democratic Republic of the),2021,0.475,59.193,95.8941185,0.448542778,0.503687483,61.521,56.953,9.579486913,9.550751016,9.739098794,7.206164799,5.849373167,8.817830039,1023.863411,868.9089528,1181.242483,0.891,0.608,38.78568082,65.70857476,14.28571429,85.71428571,60.01,66.37,0.041094283,2.0969
1320,COD,Congo (Democratic Republic of the),2022,0.481,59.743,99.010212,0.454266064,0.509688536,62.05,57.516,9.579486913,9.550751016,9.739098794,7.206164799,5.849373167,8.817830039,1080.138308,916.9209322,1245.928128,0.891,0.605,38.78568082,65.70857476,14.77832512,85.22167488,60.01,66.37,0.041094283,2.0512
1351,CRI,Costa Rica,2020,0.811,79.277,5.123105,0.807686915,0.812472646,81.912,76.751,16.09200378,16.66074974,15.55136609,8.804059982,8.892390251,8.702249527,18631.60779,15240.32489,22014.77289,0.994,0.241,48.18999863,45.97000122,45.61403509,54.38596491,48.42,72.74,1.320136909,11.5071
1352,CRI,Costa Rica,2021,0.804,77.023,5.153957,0.799070391,0.806495047,79.811,74.418,16.09200378,16.66074974,15.55136609,8.804059982,8.892390251,8.702249527,19913.07739,15536.92729,24283.24553,0.991,0.238,50.18999863,48.08000183,45.61403509,54.38596491,50.04,73.42,1.485363576,12.0353
1353,CRI,Costa Rica,2022,0.806,77.32,5.180829,0.803380043,0.807468458,80.036,74.762,16.09200378,16.66074974,15.55136609,8.804059982,8.892390251,8.702249527,20248.38031,16531.18692,23964.72716,0.995,0.232,50.18999863,48.08000183,47.36842105,52.63157895,50.08,72.85,1.485363576,12.2356
1384,CIV,Côte d'Ivoire,2020,0.53,59.032,26.8117905,0.488831554,0.568654007,60.351,57.86,10.10165024,9.532830238,10.6576004,4.23697763,3.055541139,5.419369475,4938.491925,3740.412234,6111.504582,0.86,0.62,13.54285555,29.33250436,13.55932203,86.44067797,55.38,72.02,0.410960999,
1385,CIV,Côte d'Ivoire,2021,0.53,58.598,27.478249,0.488879701,0.56853637,59.941,57.4,10.10165024,9.532830238,10.6576004,4.23697763,3.055541139,5.419369475,5156.435765,3895.953214,6391.742751,0.86,0.613,13.54285555,29.33250436,15.58073654,84.41926346,54.53,71.21,0.4268649,
1386,CIV,Côte d'Ivoire,2022,0.534,58.916,28.1605425,0.492226546,0.571796123,60.282,57.686,10.10165024,9.532830238,10.6576004,4.23697763,3.055541139,5.419369475,5376.396062,4063.05563,6664.736678,0.861,0.612,13.54285555,29.33250436,15.58073654,84.41926346,54.53,71.21,0.4268649,
1417,HRV,Croatia,2020,0.86,77.984,4.0968695,0.855719095,0.863630411,80.91,75.055,15.48550987,16.36845016,14.66011047,12.32871821,12.11152878,12.57882072,27623.9554,21651.8209,33924.28312,0.991,0.095,95.49993813,97.4147363,31.12582781,68.87417219,44.68,57.95,4.117900768,15.1619
1418,HRV,Croatia,2021,0.867,77.58,4.0601355,0.865931154,0.867027275,81.055,74.233,15.57269955,16.48468971,14.72340965,12.32871821,12.11152878,12.57882072,32072.96049,25413.89297,39090.56897,0.999,0.092,95.49993813,97.4147363,31.12582781,68.87417219,45.79,58.31,4.288182536,14.4163
1419,HRV,Croatia,2022,0.878,79.236,4.0303575,0.87481658,0.88084805,82.0,76.415,15.57269955,16.48468971,14.72340965,12.32871821,12.11152878,12.57882072,34323.80663,27572.96852,41433.25206,0.993,0.087,95.49993813,97.4147363,31.78807947,68.21192053,46.85,58.24,4.288182536,14.7661
1450,CUB,Cuba,2020,0.759,77.567,11.300698,0.744438894,0.766465224,80.225,75.044,14.42603016,15.0847702,13.7996397,10.54807197,10.64826957,10.43816796,7641.311661,5317.300458,9993.070397,0.971,0.305,78.57671636,81.80157682,53.2231405,46.7768595,54.0,82.37,1.882812902,6.5909
1451,CUB,Cuba,2021,0.742,73.683,11.2563725,0.730351341,0.749153299,76.359,71.245,14.46930027,15.2621603,13.71632957,10.54807197,10.64826957,10.43816796,7767.608571,5438.573326,10129.08608,0.975,0.3,78.57671636,81.80157682,53.41296928,46.58703072,55.52,83.96,1.860332974,5.5504
1452,CUB,Cuba,2022,0.764,78.155,11.212191,0.750389588,0.771034949,80.565,75.793,14.46930027,15.2621603,13.71632957,10.54807197,10.64826957,10.43816796,7953.448426,5571.103594,10372.96853,0.973,0.3,78.57671636,81.80157682,53.41296928,46.58703072,55.52,83.96,1.860332974,5.5922
1483,CYP,Cyprus,2020,0.9,81.391,1.237537,0.887120962,0.910687317,83.448,79.345,16.22817039,16.38664055,16.0785408,12.44017029,12.41040993,12.47198009,36715.75391,29090.68256,44312.20351,0.974,0.235,81.13751221,84.81717682,19.64285714,80.35714286,56.71,69.37,5.584398689,23.2096
1484,CYP,Cyprus,2021,0.901,81.203,1.244188,0.889811161,0.909961458,83.204,79.209,16.24308968,16.64411926,15.84014034,12.44017029,12.41040993,12.47198009,38168.97656,29912.25263,46397.59749,0.978,0.254,81.13751221,84.81717682,14.28571429,85.71428571,57.89,70.25,5.64978926,22.4931
1485,CYP,Cyprus,2022,0.907,81.889,1.2514885,0.89523945,0.916327617,83.673,80.068,16.24308968,16.64411926,15.84014034,12.44017029,12.41040993,12.47198009,40136.89453,31776.53303,48469.74499,0.977,0.253,81.13751221,84.81717682,14.28571429,85.71428571,59.63,71.07,5.64978926,21.7943
1516,CZE,Czechia,2020,0.891,78.575,10.5309535,0.883122226,0.895523483,81.541,75.628,16.1389904,16.72307968,15.58689022,12.91605342,12.77560331,13.06446025,36695.69151,28083.74439,45566.59296,0.986,0.125,99.84135245,99.77364732,20.28469751,79.71530249,51.81,68.12,8.707417078,16.4948
1517,CZE,Czechia,2021,0.891,77.728,10.5107505,0.885172766,0.895440801,80.888,74.666,16.3472805,16.93660927,15.79063034,12.91605342,12.77560331,13.06446025,39060.60461,29965.80481,48432.81765,0.989,0.119,99.84135245,99.77364732,22.06405694,77.93594306,51.96,68.05,9.196792884,18.3222
1518,CZE,Czechia,2022,0.895,78.129,10.493986,0.888202714,0.898692097,81.22,75.106,16.3472805,16.93660927,15.79063034,12.91605342,12.77560331,13.06446025,39944.66682,30760.8669,49403.90584,0.988,0.113,99.84135245,99.77364732,23.48754448,76.51245552,52.16,67.89,9.196792884,18.5818
1549,DNK,Denmark,2020,0.946,81.545,5.825641,0.935934816,0.954463666,83.502,79.582,18.64031982,19.25827026,18.04153061,12.96049023,13.15695,12.76414967,57324.1238,47426.03633,67328.38417,0.981,0.013,95.06726074,95.23809814,39.66480447,60.33519553,57.75,66.39,4.857783032,23.8615
1550,DNK,Denmark,2021,0.947,81.375,5.8542405,0.937023461,0.956214545,83.276,79.485,18.77403069,19.37519073,18.19271088,12.96049023,13.15695,12.76414967,59993.31006,49585.1189,70508.45999,0.98,0.013,95.06726074,95.23809814,39.66480447,60.33519553,58.11,67.11,5.057582197,24.1455
1551,DNK,Denmark,2022,0.952,81.882,5.8822615,0.941874137,0.959920139,83.802,79.958,18.77403069,19.37519073,18.19271088,12.96049023,13.15695,12.76414967,62018.95694,51753.40967,72387.09453,0.981,0.009,95.06726074,95.23809814,43.57541899,56.42458101,59.42,67.42,5.057582197,24.2328
1582,DJI,Djibouti,2020,0.512,62.694,1.090156,0.463032213,0.548870033,65.461,60.071,8.028374362,8.217637318,7.969712994,3.889984156,2.853793993,5.128992214,4606.076485,2164.345692,7080.342915,0.844,,,,26.15384615,73.84615385,17.88,47.56,0.35082135,11.3698
1583,DJI,Djibouti,2021,0.512,62.305,1.1055575,0.463810558,0.549056798,65.019,59.728,8.028374362,8.217637318,7.969712994,3.889984156,2.853793993,5.128992214,4798.002265,2269.98616,7361.834471,0.845,,,,26.15384615,73.84615385,18.22,48.06,0.411412528,11.5034
1584,DJI,Djibouti,2022,0.515,62.859,1.1208485,0.466363074,0.552363049,65.503,60.336,8.028374362,8.217637318,7.969712994,3.889984156,2.853793993,5.128992214,4874.51828,2306.84942,7480.589233,0.844,,,,26.15384615,73.84615385,18.22,48.06,0.411412528,11.5114
1615,DMA,Dominica,2020,0.738,73.649,0.0719945,,,77.26,70.433,13.55048385,14.39806186,12.73423764,9.1863441,8.9922852,9.7163593,11279.75412,,,,,,,34.375,65.625,,,2.188346413,
1616,DMA,Dominica,2021,0.737,72.814,0.0724125,,,76.301,69.725,13.55048385,14.39806186,12.73423764,9.1863441,8.9922852,9.7163593,11821.72973,,,,,,,34.375,65.625,,,2.096613821,
1617,DMA,Dominica,2022,0.74,72.981,0.0727375,,,76.451,69.875,13.55048385,14.39806186,12.73423764,9.1863441,8.9922852,9.7163593,12467.85548,,,,,,,34.375,65.625,,,2.096613821,
1648,DOM,Dominican Republic,2020,0.76,72.889,10.9996635,0.768754059,0.749707121,76.914,69.364,14.37125969,15.35653973,13.38702011,9.150526383,9.559819495,8.726742414,15993.16697,12408.85703,19541.61716,1.025,0.441,65.95999908,63.41999817,25.67567568,74.32432432,47.71,74.13,2.136574354,7.9007
1649,DOM,Dominican Republic,2021,0.756,72.615,11.1178735,0.767338471,0.742307766,76.291,69.298,13.55698967,14.77552032,12.3408699,9.150526383,9.559819495,8.726742414,17784.08631,14220.9393,21317.50534,1.034,0.434,67.51000214,64.23000336,25.67567568,74.32432432,51.33,76.04,2.139348057,8.2368
1650,DOM,Dominican Republic,2022,0.766,74.17,11.228821,0.775189681,0.753078886,77.536,71.044,13.55698967,14.77552032,12.3408699,9.150526383,9.559819495,8.726742414,18653.26836,14773.33355,22505.86309,1.029,0.433,67.51000214,64.23000336,25.67567568,74.32432432,50.86,76.93,2.139348057,8.4568
1681,ECU,Ecuador,2020,0.734,72.153,17.5885955,0.738840993,0.730636851,76.056,68.765,14.86483955,15.3018198,14.44118023,8.817119598,8.800060272,8.836270332,10079.83696,9100.36582,11060.2329,1.011,0.375,53.04999924,52.02000046,39.41605839,60.58394161,48.26,72.11,1.871064744,7.1011
1682,ECU,Ecuador,2021,0.746,73.67,17.797737,0.749523165,0.744102182,77.462,70.26,14.86483955,15.3018198,14.44118023,9.113010406,9.141539574,9.081819534,10496.98153,9159.248375,11838.33764,1.007,0.372,54.38999939,54.04999924,39.41605839,60.58394161,53.1,77.41,2.23241865,7.5916
1683,ECU,Ecuador,2022,0.765,77.894,18.001,0.760348324,0.768269604,80.481,75.313,14.86483955,15.3018198,14.44118023,8.969750404,8.920129776,9.026610374,10693.23484,9147.245608,12244.69524,0.99,0.371,54.06529999,54.19174957,38.68613139,61.31386861,53.57,76.93,2.23241865,7.7356
1714,EGY,Egypt,2020,0.729,70.99,107.465134,0.662996276,0.753292919,73.39,68.667,12.91180992,12.79423046,13.0234499,9.84810224,10.22875714,9.570965578,11637.16114,3442.304715,19643.61897,0.88,0.398,85.93412225,78.72511144,22.671156,77.328844,14.4,67.49,2.118249813,7.2329
1715,EGY,Egypt,2021,0.726,70.221,109.2621775,0.664501565,0.74991805,72.608,67.935,12.91180992,12.79423046,13.0234499,9.84810224,10.22875714,9.570965578,11826.91033,3728.114978,19741.2787,0.886,0.391,85.93412225,78.72511144,22.86995516,77.13004484,15.34,69.1,2.259567808,8.1532
1716,EGY,Egypt,2022,0.728,70.159,110.990103,0.664446666,0.752029092,72.557,67.869,12.91180992,12.79423046,13.0234499,9.84810224,10.22875714,9.570965578,12360.8163,3738.527047,20789.67605,0.884,0.389,85.93412225,78.72511144,22.78338945,77.21661055,15.34,69.1,2.259567808,8.4482
1747,SLV,El Salvador,2020,0.666,71.061,6.292731,0.652632412,0.673506037,75.413,66.432,11.9099355,12.23986755,11.60951185,7.150929928,6.769279957,7.624269962,7876.916512,5440.765377,10555.16045,0.969,0.359,42.65000153,51.43000031,33.33333333,66.66666667,45.36,75.65,1.047955172,7.0551
1748,SLV,El Salvador,2021,0.669,70.748,6.3141675,0.657492365,0.676491795,75.149,66.078,11.9099355,12.23986755,11.60951185,7.150929928,6.769279957,7.624269962,8718.945387,6076.077655,11626.20036,0.972,0.371,42.65000153,51.43000031,27.38095238,72.61904762,45.41,76.81,1.185857137,8.0172
1749,SLV,El Salvador,2022,0.674,71.475,6.336392,0.661702566,0.680679223,75.813,66.837,11.9099355,12.23986755,11.60951185,7.150929928,6.769279957,7.624269962,8886.173528,6244.001459,11794.02332,0.972,0.369,42.65000153,51.43000031,27.38095238,72.61904762,46.38,77.71,1.185857137,8.2267
1780,GNQ,Equatorial Guinea,2020,0.65,60.708,1.5960485,,,62.943,58.812,12.13132742,11.95497827,12.299904,8.281327014,8.1781822,8.384471829,11457.17495,,,,,,,19.18604651,80.81395349,,,3.46154786,5.5169
1781,GNQ,Equatorial Guinea,2021,0.647,60.594,1.6344655,,,62.726,58.781,12.13132742,11.95497827,12.299904,8.281327014,8.1781822,8.384471829,10785.21824,,,,,,,20.34883721,79.65116279,,,3.444060629,4.8795
1782,GNQ,Equatorial Guinea,2022,0.65,61.19,1.674908,,,63.261,59.432,12.13132742,11.95497827,12.299904,8.281327014,8.1781822,8.384471829,10662.65921,,,,,,,27.01149425,72.98850575,,,3.444060629,5.0042
1813,ERI,Eritrea,2020,0.49,67.133,3.555868,,,69.337,64.862,7.318835512,6.863511833,7.777853741,5.09136442,3.975357679,5.712372783,1795.295094,,,,,,,22.0,78.0,,,0.180240099,3.181
1814,ERI,Eritrea,2021,0.49,66.536,3.620312,,,68.655,64.35,7.318835512,6.863511833,7.777853741,5.09136442,3.975357679,5.712372783,1854.318504,,,,,,,22.0,78.0,,,0.193472275,3.1299
1815,ERI,Eritrea,2022,0.493,66.604,3.6840315,,,68.678,64.457,7.318835512,6.863511833,7.777853741,5.09136442,3.975357679,5.712372783,1957.046464,,,,,,,22.0,78.0,,,0.193472275,3.0986
1846,EST,Estonia,2020,0.891,78.343,1.329444,0.897849945,0.881343257,82.256,74.058,15.77509975,16.61120987,14.99682045,13.54843044,13.78102016,13.2729702,35481.21555,28725.70555,42984.98585,1.019,0.095,97.55341339,98.1432724,28.71287129,71.28712871,57.51,70.53,6.949446536,25.8084
1847,EST,Estonia,2021,0.89,77.144,1.328701,0.899876306,0.878238399,81.231,72.815,15.94297981,16.80971909,15.13871002,13.54843044,13.78102016,13.2729702,38027.42126,31853.44425,44871.14252,1.025,0.099,97.55341339,98.1432724,25.74257426,74.25742574,58.29,69.9,7.842170661,26.9501
1848,EST,Estonia,2022,0.899,79.155,1.326062,0.907665242,0.888320068,82.987,74.983,15.94297981,16.80971909,15.13871002,13.54843044,13.78102016,13.2729702,37151.63384,31199.43533,43736.51894,1.022,0.093,97.55341339,98.1432724,25.74257426,74.25742574,60.63,71.38,7.842170661,27.2939
1879,SWZ,Eswatini (Kingdom of),2020,0.622,59.692,1.180655,0.616078311,0.627734976,63.678,56.026,14.92692756,14.39192655,15.45966716,5.73,5.81,5.65,7438.342596,6140.930648,8755.291586,0.981,0.501,35.3,37.3,18.44660194,81.55339806,45.32,52.35,0.924825626,
1880,SWZ,Eswatini (Kingdom of),2021,0.612,57.066,1.192271,0.608267364,0.616902839,61.248,53.366,14.92692756,14.39192655,15.45966716,5.73,5.81,5.65,8139.39063,6745.439504,9553.621075,0.986,0.499,35.3,37.3,18.44660194,81.55339806,44.87,51.48,0.948945332,
1881,SWZ,Eswatini (Kingdom of),2022,0.61,56.36,1.2016705,0.606335376,0.614108904,60.599,52.647,14.92692756,14.39192655,15.45966716,5.73,5.81,5.65,8391.855111,6958.217818,9847.944426,0.987,0.491,35.3,37.3,21.15384615,78.84615385,44.87,51.48,0.948945332,
1912,ETH,Ethiopia,2020,0.489,65.371,117.190911,0.468039365,0.508422694,68.426,62.517,9.938743514,10.23005914,9.755085884,2.390854081,1.671867083,3.197108271,2240.351134,1688.274776,2786.596302,0.921,0.499,7.456801249,13.14200887,37.28571429,62.71428571,59.69,80.35,0.151975096,3.8834
1913,ETH,Ethiopia,2021,0.489,64.975,120.283026,0.466595314,0.508976662,68.285,61.91,9.938743514,10.23005914,9.755085884,2.390854081,1.671867083,3.197108271,2307.076754,1659.060241,2948.620082,0.917,0.495,7.456801249,13.14200887,39.543058,60.456942,57.6,79.2,0.157292351,3.7504
1914,ETH,Ethiopia,2022,0.492,65.645,123.3799245,0.472012672,0.512007837,68.903,62.613,9.938743514,10.23005914,9.755085884,2.390854081,1.671867083,3.197108271,2368.758391,1762.089313,2969.746197,0.922,0.494,7.456801249,13.14200887,38.92508143,61.07491857,57.6,79.2,0.157292351,3.6734
1945,FJI,Fiji,2020,0.722,67.924,0.920422,0.692388513,0.738957202,69.743,66.166,13.7618188,14.2889806,13.27903352,10.43581724,10.49804258,10.37175751,10249.00145,5729.016748,14736.34954,0.937,0.336,71.54526138,67.62456131,19.60784314,80.39215686,37.3,77.66,1.131002953,
1946,FJI,Fiji,2021,0.715,67.114,0.9246095,0.685409087,0.732535261,68.877,65.426,13.84869,14.3983,13.34579,10.37096977,10.43344021,10.30622005,9727.721631,5435.53801,13994.37987,0.936,0.329,66.0850296,61.26940155,21.56862745,78.43137255,37.26,77.71,1.174224808,
1947,FJI,Fiji,2022,0.729,68.312,0.929766,0.700314627,0.744878562,70.239,66.465,13.84869,14.3983,13.34579,10.37096977,10.43344021,10.30622005,11233.65882,6282.37104,16158.24317,0.94,0.332,66.0850296,61.26940155,19.60784314,80.39215686,37.26,77.71,1.174224808,
1978,FIN,Finland,2020,0.939,81.866,5.529468,0.933105044,0.94255215,84.653,79.072,19.04858017,19.97109985,18.17844009,12.92915501,13.11326253,12.73550842,48175.68311,40434.64176,56107.86262,0.99,0.032,99.2017433,98.8740322,46.0,54.0,55.26,62.98,6.824345489,32.7404
1979,FIN,Finland,2021,0.941,82.038,5.535992,0.934748332,0.945316923,84.718,79.346,19.22859001,20.25945091,18.25875092,12.92915501,13.11326253,12.73550842,49480.52826,41477.48161,57676.527,0.989,0.033,99.2017433,98.8740322,46.0,54.0,56.68,64.25,6.854598056,33.4744
1980,FIN,Finland,2022,0.942,82.351,5.5407455,0.936606231,0.946922104,84.886,79.792,19.22859001,20.25945091,18.25875092,12.92915501,13.11326253,12.73550842,49522.09853,42302.02889,56913.94186,0.989,0.032,99.2017433,98.8740322,45.5,54.5,58.17,64.18,6.854598056,33.8664
2011,FRA,France,2020,0.9,82.21,64.480053,0.894894526,0.90396855,85.171,79.169,15.9334898,16.33692932,15.54037952,11.68859246,11.53085299,11.86492408,42890.70201,35452.33169,50836.72319,0.99,0.084,84.29435712,88.33190192,37.18918919,62.81081081,50.63,58.81,4.366296039,16.7283
2012,FRA,France,2021,0.906,82.499,64.531444,0.898374579,0.91111348,85.485,79.425,15.98756027,16.40241051,15.58458042,11.68859246,11.53085299,11.86492408,46321.88728,36398.89282,56925.91413,0.986,0.083,84.29435712,88.33190192,37.83783784,62.16216216,52.25,59.87,4.753896411,18.1095
2013,FRA,France,2022,0.91,83.229,64.626628,0.903026661,0.915940604,85.967,80.356,15.98756027,16.40241051,15.58458042,11.68859246,11.53085299,11.86492408,47378.74304,38135.29845,57262.85695,0.986,0.084,84.29435712,88.33190192,36.43243243,63.56756757,52.52,60.18,4.753896411,18.0518
